Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%

GET,D01 GET /items/{id},18605,0,630,646.3240715721562,400.5866999978025,1686.3336999995227,218.0,154.73513450429638,0.0,630,650,670,700,810,850,990,1000,1300,1700,1700

,Aggregated,18605,0,630,646.3240715721562,400.5866999978025,1686.3336999995227,218.0,154.73513450429638,0.0,630,650,670,700,810,850,990,1000,1300,1700,1700
