Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788923039,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1788923040,10,,Aggregated,0.000000,0.000000,75,99,120,120,130,140,140,140,140,140,140,20,0,66,80.63962500018533,38.501500000165834,139.39920000029815,202.0
1788923041,20,,Aggregated,0.000000,0.000000,63,76,110,120,120,130,130,140,140,140,140,64,0,62,64.76193125007512,7.044100000712206,139.39920000029815,202.0
1788923042,30,,Aggregated,20.000000,0.000000,48,74,88,99,120,130,130,130,140,140,140,126,0,45,54.93234920637435,6.896099999721628,139.39920000029815,202.0
1788923043,40,,Aggregated,30.000000,0.000000,78,120,190,230,350,400,470,540,550,550,550,186,0,76,126.44278172049007,6.896099999721628,547.3230999996304,202.0
1788923044,50,,Aggregated,0.000000,0.000000,450,660,680,690,770,790,840,840,840,840,840,44,0,440,514.9789704545666,264.4992000005004,837.0181000009325,202.0
1788923045,50,,Aggregated,0.000000,0.000000,280,390,440,480,680,770,790,840,890,890,890,126,0,280,296.4021992063949,7.735200000752229,894.9690999997983,202.0
1788923046,50,,Aggregated,14.000000,0.000000,120,250,340,390,520,680,770,790,890,890,890,213,0,120,217.54032441320203,7.735200000752229,894.9690999997983,202.0
1788923047,50,,Aggregated,51.000000,0.000000,77,120,210,290,440,660,770,790,890,890,890,309,0,77,160.43092686087607,7.622999999512103,894.9690999997983,202.0
1788923048,50,,Aggregated,58.333333,0.000000,68,100,160,240,400,560,740,790,890,890,890,384,0,67,142.31277812502677,7.199199999377015,894.9690999997983,202.0
1788923049,50,,Aggregated,65.500000,0.000000,84,150,260,300,390,500,690,770,890,890,890,478,0,84,159.7438625523339,7.199199999377015,894.9690999997983,202.0
1788923050,50,,Aggregated,70.400000,0.000000,88,130,200,270,360,450,680,770,890,890,890,568,0,87,147.43031742959445,7.199199999377015,894.9690999997983,202.0
1788923051,50,,Aggregated,69.000000,0.000000,74,120,160,230,340,440,680,770,890,890,890,651,0,74,132.64966651306764,6.640800000241143,894.9690999997983,202.0
1788923052,50,,Aggregated,72.714286,0.000000,62,98,140,190,330,420,680,740,890,890,890,744,0,62,120.16407580645429,6.606500000998494,894.9690999997983,202.0
1788923053,50,,Aggregated,76.375000,0.000000,50,90,120,150,320,400,590,730,890,890,890,838,0,50,109.36370656325029,6.606500000998494,894.9690999997983,202.0
1788923054,50,,Aggregated,77.777778,0.000000,45,79,110,140,310,390,570,690,890,890,890,924,0,45,101.54017510823897,6.542099999933271,894.9690999997983,202.0
1788923055,50,,Aggregated,78.800000,0.000000,47,75,99,130,280,380,520,680,840,890,890,1019,0,47,97.30814828264353,6.542099999933271,894.9690999997983,202.0
1788923056,50,,Aggregated,87.000000,0.000000,49,79,100,130,270,370,500,680,840,890,890,1104,0,49,96.7407929347905,6.542099999933271,894.9690999997983,202.0
1788923057,50,,Aggregated,86.800000,0.000000,44,73,97,120,260,350,500,680,840,890,890,1193,0,44,91.19295247276965,6.438900001739967,894.9690999997983,202.0
1788923058,50,,Aggregated,87.500000,0.000000,45,71,93,110,240,340,480,680,840,890,890,1293,0,45,87.78357726219059,6.438900001739967,894.9690999997983,202.0
1788923059,50,,Aggregated,88.800000,0.000000,43,67,88,100,210,340,450,680,840,890,890,1396,0,43,83.58723646133225,6.438900001739967,894.9690999997983,202.0
1788923060,50,,Aggregated,88.400000,0.000000,40,63,83,98,190,330,450,680,840,890,890,1491,0,40,79.69156069752773,6.438900001739967,894.9690999997983,202.0
1788923061,50,,Aggregated,92.800000,0.000000,41,63,81,95,180,330,440,660,840,890,890,1588,0,41,77.85815900504265,6.438900001739967,894.9690999997983,202.0
1788923062,50,,Aggregated,92.500000,0.000000,38,60,78,93,170,320,430,590,840,890,890,1669,0,38,74.98007219892654,6.438900001739967,894.9690999997983,202.0
1788923063,50,,Aggregated,90.900000,0.000000,38,60,77,90,160,310,420,580,840,890,890,1765,0,38,73.30555371104349,6.438900001739967,894.9690999997983,202.0
1788923064,50,,Aggregated,92.400000,0.000000,39,59,76,89,150,310,420,570,840,890,890,1855,0,39,72.20325256063532,6.438900001739967,894.9690999997983,202.0
1788923065,50,,Aggregated,92.500000,0.000000,37,58,75,89,150,300,410,560,840,890,890,1950,0,37,70.77097907691311,6.359499999234686,894.9690999997983,202.0
1788923066,50,,Aggregated,92.600000,0.000000,38,60,78,92,150,280,400,520,790,890,890,2040,0,38,71.04789950979678,6.2968000002001645,894.9690999997983,202.0
1788923067,50,,Aggregated,92.800000,0.000000,37,59,76,89,150,270,400,520,790,890,890,2126,0,37,69.6509015051663,6.2968000002001645,894.9690999997983,202.0
1788923068,50,,Aggregated,93.400000,0.000000,37,58,74,87,140,270,390,500,790,890,890,2215,0,37,68.1608680812572,6.2968000002001645,894.9690999997983,202.0
1788923069,50,,Aggregated,91.900000,0.000000,37,57,72,85,140,270,390,500,790,890,890,2313,0,37,67.09275054041557,6.2968000002001645,894.9690999997983,202.0
1788923070,50,,Aggregated,92.400000,0.000000,36,56,70,83,130,260,390,480,790,890,890,2408,0,36,65.32394850497596,6.2968000002001645,894.9690999997983,202.0
