Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%

GET,D01 GET /items/{id},18388,0,640,653.8960498585873,373.11030000273604,1664.238800000021,218.0,152.9038028581066,0.0,640,650,680,710,820,860,990,1000,1300,1600,1700

,Aggregated,18388,0,640,653.8960498585873,373.11030000273604,1664.238800000021,218.0,152.9038028581066,0.0,640,650,680,710,820,860,990,1000,1300,1600,1700
