Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788923434,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1788923435,10,,Aggregated,0.000000,0.000000,100,110,110,110,110,110,110,110,110,110,110,10,0,99,97.44243999994069,73.36639999994077,111.07749999973748,2264.3
1788923436,20,,Aggregated,0.000000,0.000000,110,110,110,120,120,130,130,130,130,130,130,24,0,110,91.32267916675119,12.204599999677157,128.907899999831,4487.083333333333
1788923437,30,,Aggregated,0.000000,0.000000,99,110,110,120,130,130,130,130,130,130,130,49,0,99,76.39314081650957,9.616800000003423,132.51219999983732,5646.6122448979595
1788923438,40,,Aggregated,5.000000,0.000000,83,110,110,120,130,130,140,150,150,150,150,84,0,77,67.45503571437439,7.244899999932386,152.22290000019711,5323.773809523809
1788923439,50,,Aggregated,0.000000,0.000000,91,110,110,120,130,130,130,130,130,130,130,17,0,91,86.1722529409556,7.216399999379064,131.6752999991877,4396.411764705882
1788923440,50,,Aggregated,0.000000,0.000000,26,36,48,60,100,120,130,130,130,130,130,66,0,24,38.553100000006616,7.216399999379064,131.6752999991877,6061.848484848485
1788923441,50,,Aggregated,0.000000,0.000000,20,27,33,35,70,110,120,130,130,130,130,120,0,20,30.02766750006837,7.216399999379064,131.6752999991877,6058.75
1788923442,50,,Aggregated,30.000000,0.000000,19,23,29,32,48,91,120,130,130,130,130,168,0,19,26.15371011911737,6.918600000062725,131.6752999991877,5593.083333333333
1788923443,50,,Aggregated,40.500000,0.000000,18,22,29,32,42,70,110,120,130,130,130,221,0,18,24.944071040807934,6.918600000062725,131.6752999991877,5351.06334841629
1788923444,50,,Aggregated,43.666667,0.000000,17,21,26,29,37,60,110,120,130,130,130,264,0,17,23.336296212205937,6.918600000062725,131.6752999991877,5465.950757575758
1788923445,50,,Aggregated,45.250000,0.000000,16,20,24,27,36,59,100,120,130,130,130,312,0,16,22.219095192352913,6.918600000062725,131.6752999991877,5495.0641025641025
1788923446,50,,Aggregated,46.200000,0.000000,16,20,24,28,36,52,96,120,130,130,130,358,0,16,22.065686312882015,6.918600000062725,131.6752999991877,5432.234636871508
1788923447,50,,Aggregated,46.000000,0.000000,16,20,24,28,36,49,91,110,130,130,130,403,0,16,21.746272704751874,6.918600000062725,131.6752999991877,5271.9478908188585
1788923448,50,,Aggregated,45.857143,0.000000,16,20,24,27,35,48,82,110,130,130,130,452,0,16,21.225068362884357,6.918600000062725,131.6752999991877,5300.037610619469
1788923449,50,,Aggregated,47.125000,0.000000,16,19,22,25,34,47,82,110,130,130,130,504,0,16,20.688423412734448,6.918600000062725,131.6752999991877,5272.146825396825
1788923450,50,,Aggregated,46.111111,0.000000,16,19,22,25,34,44,82,110,130,130,130,548,0,16,20.53005054749121,6.918600000062725,131.6752999991877,5268.510948905109
1788923451,50,,Aggregated,46.500000,0.000000,16,19,22,24,33,43,62,100,130,130,130,605,0,16,20.061239669462527,6.625100000746897,131.6752999991877,5273.619834710744
1788923452,50,,Aggregated,48.900000,0.000000,16,19,22,24,33,42,60,100,130,130,130,657,0,16,19.79579497720658,6.625100000746897,131.6752999991877,5285.919330289194
