Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /items,5863,0,15,20.254099420091634,7.304100000510516,307.1228999997402,1414.0,48.9781789058602,0.0,15,18,21,24,34,47,68,100,240,310,310
,Aggregated,5863,0,15,20.254099420091634,7.304100000510516,307.1228999997402,1414.0,48.9781789058602,0.0,15,18,21,24,34,47,68,100,240,310,310
