Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788922752,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1788922753,20,,Aggregated,0.000000,0.000000,150,160,160,160,170,170,170,170,170,170,170,26,0,150,121.1457538461218,9.49270000000979,171.6748999997435,1414.0
1788922754,40,,Aggregated,0.000000,0.000000,150,170,180,190,200,200,210,210,210,210,210,66,0,150,116.6376787878934,9.49270000000979,211.28420000059123,1414.0
1788922755,60,,Aggregated,20.000000,0.000000,94,160,170,180,200,200,220,220,230,230,230,134,0,93,95.89251716417846,8.713300000636082,226.93119999985356,1414.0
1788922756,80,,Aggregated,28.500000,0.000000,140,170,190,200,340,370,390,440,470,470,470,201,0,140,131.86052039799873,8.308700000270619,466.3220000002184,1414.0
1788922757,100,,Aggregated,0.000000,0.000000,170,220,250,250,270,300,310,320,320,320,320,84,0,160,148.42140119048963,7.489300000088406,321.5197999998054,1414.0
1788922758,100,,Aggregated,0.000000,0.000000,52,100,140,210,250,270,300,310,320,320,320,180,0,51,93.1239344444748,7.489300000088406,321.5197999998054,1414.0
1788922759,100,,Aggregated,17.000000,0.000000,36,56,79,100,220,260,290,310,320,320,320,289,0,36,70.27806193773075,7.429299999785144,321.5197999998054,1414.0
1788922760,100,,Aggregated,58.000000,0.000000,30,47,65,78,200,250,290,300,320,320,320,377,0,30,59.32962281168867,7.429299999785144,321.5197999998054,1414.0
1788922761,100,,Aggregated,73.000000,0.000000,31,48,65,78,140,230,270,300,320,320,320,473,0,31,56.792868710371955,7.429299999785144,321.5197999998054,1414.0
1788922762,100,,Aggregated,80.750000,0.000000,33,48,58,68,120,220,270,290,320,320,320,584,0,33,53.30782277397945,7.429299999785144,321.5197999998054,1414.0
1788922763,100,,Aggregated,83.800000,0.000000,33,50,63,75,110,210,260,290,320,320,320,681,0,33,52.67977254038703,7.429299999785144,321.5197999998054,1414.0
1788922764,100,,Aggregated,85.833333,0.000000,29,46,57,68,110,200,260,290,320,320,320,772,0,29,49.00183199482844,7.429299999785144,321.5197999998054,1414.0
1788922765,100,,Aggregated,87.428571,0.000000,30,48,62,76,110,160,250,270,320,320,320,870,0,30,50.37396103449366,7.429299999785144,321.5197999998054,1414.0
1788922766,100,,Aggregated,89.000000,0.000000,33,52,70,85,130,210,250,290,320,320,320,967,0,33,55.967434022762845,7.429299999785144,321.5197999998054,1414.0
1788922767,100,,Aggregated,89.777778,0.000000,33,51,69,82,120,210,250,280,310,320,320,1065,0,33,54.2582706103441,7.429299999785144,321.5197999998054,1414.0
1788922768,100,,Aggregated,88.900000,0.000000,31,48,66,78,110,200,250,270,310,320,320,1153,0,31,52.16900719862579,7.429299999785144,321.5197999998054,1414.0
1788922769,100,,Aggregated,97.500000,0.000000,30,46,62,74,110,190,240,270,310,320,320,1251,0,30,50.13385211831607,7.429299999785144,321.5197999998054,1414.0
1788922770,100,,Aggregated,98.100000,0.000000,29,44,58,69,110,180,240,270,310,320,320,1353,0,29,48.33363163342103,7.429299999785144,321.5197999998054,1414.0
1788922771,100,,Aggregated,96.800000,0.000000,29,44,57,69,100,160,240,270,310,320,320,1450,0,29,47.27677379311494,7.429299999785144,321.5197999998054,1414.0
1788922772,100,,Aggregated,96.100000,0.000000,27,41,53,66,100,150,230,260,310,320,320,1546,0,27,45.471898835716544,7.429299999785144,321.5197999998054,1414.0
1788922773,100,,Aggregated,96.500000,0.000000,26,40,51,62,99,140,230,260,310,320,320,1638,0,26,44.2605069597165,7.429299999785144,321.5197999998054,1414.0
1788922774,100,,Aggregated,96.300000,0.000000,27,40,52,62,95,130,220,260,310,320,320,1741,0,27,43.90820034463824,7.429299999785144,321.5197999998054,1414.0
1788922775,100,,Aggregated,96.200000,0.000000,27,41,53,63,93,130,220,260,310,320,320,1837,0,27,43.53755677736311,7.429299999785144,321.5197999998054,1414.0
1788922776,100,,Aggregated,95.700000,0.000000,28,43,57,67,100,180,240,260,310,320,320,1930,0,28,47.03586041451517,7.429299999785144,321.5197999998054,1414.0
1788922777,100,,Aggregated,95.900000,0.000000,29,44,58,69,110,160,230,260,310,320,320,2026,0,29,47.549773297143325,7.429299999785144,321.5197999998054,1414.0
1788922778,100,,Aggregated,96.000000,0.000000,28,43,57,67,100,150,230,260,310,320,320,2122,0,28,46.54797021678344,7.429299999785144,321.5197999998054,1414.0
1788922779,100,,Aggregated,96.400000,0.000000,27,42,56,66,100,150,230,260,310,320,320,2211,0,27,45.661867933070084,7.429299999785144,321.5197999998054,1414.0
1788922780,100,,Aggregated,95.500000,0.000000,28,43,56,66,100,140,230,260,310,320,320,2315,0,28,45.49809606912076,7.429299999785144,321.5197999998054,1414.0
1788922781,100,,Aggregated,96.000000,0.000000,28,43,56,66,98,140,220,260,310,320,320,2411,0,28,44.970880506019874,7.392499999696156,321.5197999998054,1414.0
1788922782,100,,Aggregated,95.100000,0.000000,28,42,55,65,95,140,220,250,310,320,320,2505,0,28,44.30032159681376,7.392499999696156,321.5197999998054,1414.0
1788922783,100,,Aggregated,95.400000,0.000000,27,42,54,63,93,130,220,250,310,320,320,2604,0,27,43.78964312597007,7.392499999696156,321.5197999998054,1414.0
1788922784,100,,Aggregated,95.500000,0.000000,28,42,53,61,90,130,220,250,310,320,320,2700,0,28,43.473076296306154,7.392499999696156,321.5197999998054,1414.0
